id_segmento,segmento_jusante
604308,604307
604309,606009
604310,603699
604311,604955
604317,607101
604318,607644
604319,604965
604320,604965
604321,605519
604322,604323
604323,605521
604324,607647
604325,606567
604326,607102
604327,604326
604328,607650
604329,606014
604330,604329
604331,604330
604332,604967
604333,604967
604945,609778
604946,605510
604947,606557
604948,603695
604949,604300
604950,604949
604951,604950
604952,604307
604953,604952
604954,604953
604955,606010
604963,606013
604964,606566
604965,605519
604966,607104
604967,606016
605510,606006
605511,603694
605512,604951
605513,604953
605514,604310
605518,608212
605519,606566
605520,605521
605521,607647
605522,606567
605523,607103
605524,606568
606005,611314
606006,608207
606007,603146
606008,604949
606009,603697
606013,607101
606014,606568
606015,606014
606016,607104
606017,607657
606018,606017
606555,606007
606556,607640
606557,607640
606558,604302
606559,604306
606560,606009
606561,607096
606564,609262
606565,606566
606566,608764
606567,607102
606568,608218
606569,604329
606570,607652
606571,609266
607094,616287
607095,605514
607096,606010
607101,610299
607102,608766
607103,607650
607104,607653
607105,608768
607638,606007
607639,608758
607640,609255
607641,604952
607642,607096
607644,610299
607645,608212
607646,608764
607647,608765
607648,608214
607649,608217
607650,608217
607651,608218
607652,607653
607653,607654
607654,607655
607655,610306
607656,608768
607657,609266
608206,609777
608207,609778
608208,608758
608212,609262
608213,608765
608214,609263
608215,608766
608216,608215
608217,611324
608218,610799
608219,610307
608757,609777
608758,615136
608759,609255
608760,605514
608761,606561
608762,611320
608763,609786
608764,611322
608765,609263
608766,611323
608767,608215
608768,611326
609254,608207
609255,615137
609261,610300
609262,609786
609263,610302
609264,607652
609265,611859
609266,609788
609267,609788
609268,616834
609776,615713
609777,611314
609778,611845
609779,609254
609780,611846
609781,604310
609786,610300
609787,610302
609788,611860
610293,616280
610294,613535
610298,611320
610299,611320
610300,614055
610301,614056
610302,613542
610303,610302
610304,610799
610305,610306
610306,610307
610307,612432
610789,612413
610790,609254
610791,612983
610792,611847
610793,610792
610797,611322
610798,611323
610799,611324
610800,610799
610801,610800
611314,611845
611315,609779
611316,610792
611317,611848
611320,616829
611321,611320
611322,614613
611323,620077
611324,615722
611325,607655
611326,612432
611845,612413
611846,613532
611847,611846
611848,611316
611858,607653
611859,612433
611860,612433
612413,616283
612414,611847
612415,611316
612416,611848
612428,614056
612429,613542
612430,612429
612431,610800
612432,611859
612433,618382
612982,612983
612983,614048
612984,613532
612985,613535
612986,615717
612988,621135
613531,611845
613532,615137
613533,613532
613534,613533
613535,615717
613536,613537
613537,613538
613541,614057
613542,616830
613543,612429
613544,613543
613545,616831
614048,614607
614049,614050
614050,613537
614051,617341
614054,614055
614055,615147
614056,614057
614057,618956
614058,615148
614059,614613
614060,613543
614061,616831
614062,614061
614063,615722
614605,609779
614606,614607
614607,615714
614608,615716
614609,614050
614610,616292
614611,616292
614612,615147
614613,615148
614614,614061
614615,617351
614616,616833
615134,615713
615135,616285
615136,616819
615137,616287
615138,613533
615139,615716
615140,616823
615141,614609
615144,616289
615146,617346
615147,615721
615148,616294
615149,616294
615150,616830
615712,617334
615713,616280
615714,615715
615715,615136
615716,616822
615717,619495
615718,615142
615719,619499
615720,615721
615721,618376
615722,617351
615723,616834
616280,617334
616281,618942
616282,618366
616283,618942
616284,616283
616285,614048
616286,615715
616287,617337
616288,617340
616289,614051
616292,616829
616293,616292
616294,617882
616295,616833
616815,616816
616816,615714
616817,616286
616818,616819
616819,617866
616820,617337
616821,616822
616822,616823
616823,620602
616824,614609
616825,615718
616827,616289
616829,617347
616830,620077
616831,621134
616832,617885
616833,617886
616834,618382
616835,621138
617334,617861
617335,617861
617336,616285
617337,617866
617338,620066
617339,613538
617341,617340
617342,617872
617343,617344
617344,617876
617346,620073
617347,617346
617348,617347
617349,618377
617350,617885
617351,617885
617352,625720
617353,622213
617861,622205
617862,618366
617863,616284
617864,617863
617865,620599
617866,620601
617867,620603
617868,617869
617869,616824
617872,617341
617873,617872
617874,618371
617875,616828
617879,619499
617880,617348
617881,621664
617882,618377
617883,617882
617884,627810
617885,617886
617886,620610
618366,618942
618367,617863
618368,619496
618369,615718
618370,617871
618371,617873
618372,616828
618374,617348
618375,618376
618376,619500
618377,624089
618378,620608
618379,619504
618380,621136
618381,622780
618382,618959
618942,624078
618943,620599
618944,616286
618945,619494
618946,619494
618947,616824
618948,615142
618949,618371
618950,618374
618951,618950
618952,618950
618953,619501
618954,621127
618955,618956
618956,619503
618957,620609
618958,618959
618959,620080
619494,620065
619495,620603
619496,619495
619497,619496
619498,618947
619499,620073
619500,619501
619501,621663
619502,619503
619503,624089
619504,620609
619505,619504
619506,621136
619507,620080
619508,621138
620060,622205
620061,616284
620062,623440
620063,621655
620064,616816
620065,623442
620066,620065
620067,620066
620068,620602
620069,623444
620070,618369
620071,617873
620072,617344
620074,620606
620075,621663
620076,620608
620077,621133
620078,621133
620079,620610
620080,621667
620598,621119
620599,621655
620600,620601
620601,626196
620602,621657
620603,622769
620604,618369
620605,620070
620606,620073
620607,621127
620608,621130
620609,621134
620610,621135
621119,628378
621120,627208
621121,619495
621122,619498
621123,619498
621124,620070
621125,618374
621126,621125
621127,621664
621128,620608
621129,621130
621130,622209
621131,622209
621132,621665
621133,621665
621134,623453
621135,622211
621136,622213
621137,622781
621138,621667
621655,623440
621656,622207
621657,624634
621658,621124
621659,617871
621660,623449
621661,620606
621662,621125
621663,622773
621664,622773
621665,622774
621666,622781
621667,622782
622205,627799
622206,622207
622207,621657
622208,619496
622209,622774
622210,623453
622211,623455
622212,624649
622213,622780
622766,624078
622767,625714
622768,624079
622769,623444
622770,621658
622772,622773
622773,623451
622774,625719
622775,624090
622776,627810
622777,624647
622778,628390
622779,625720
622780,625169
622781,625169
622782,625721
622783,622782
622784,628939
623440,627208
623441,624079
623442,623441
623443,623442
623444,624081
623445,622770
623446,621658
623447,621659
623448,623449
623449,617876
623450,623451
623451,624643
623452,624645
623453,624090
623454,623455
623455,624649
624078,627799
624079,626197
624080,623441
624081,624634
624082,624081
624083,621124
624084,622770
624085,621659
624086,624085
624087,630578
624088,621661
624089,627217
624090,626204
624630,621119
624631,626194
624632,625714
624633,627804
624634,626691
624635,622769
624636,622769
624637,624085
624638,624637
624639,624638
624640,624639
624641,622771
624642,625166
624643,627217
624644,624645
624645,625719
624646,624647
624647,624648
624648,622211
624649,627221
624650,625721
625163,625714
625164,622770
625165,624088
625166,621661
625167,619500
625168,632659
625169,627222
625713,626194
625714,626196
625715,622771
625716,625166
625717,625166
625718,628388
625719,626204
625720,627812
625721,628938
626192,628378
626193,636393
626194,627803
626195,626194
626196,626197
626197,630027
626198,624636
626199,617869
626200,617876
626201,617876
626202,628387
626203,628387
626204,627807
626205,627812
626690,627800
626691,627209
626692,626691
626693,624636
626694,626198
626695,624643
626696,627220
626697,629499
626698,627222
627208,627803
627209,629491
627210,618947
627211,625164
627212,624639
627213,627212
627214,628929
627215,628929
627216,626200
627217,628388
627218,633207
627219,624648
627220,627221
627221,628390
627222,627815
627223,627815
627799,628922
627800,628922
627801,627800
627802,627801
627803,630024
627804,631082
627805,617871
627806,627807
627807,628389
627808,628389
627809,631093
627810,631093
627811,627220
627812,630589
627813,629499
627814,628391
627815,628391
628378,629488
628379,627801
628380,626198
628381,627211
628382,627212
628384,625716
628385,628384
628386,628385
628387,628930
628388,630587
628389,628933
628390,630589
628391,630590
628392,628939
628393,630591
628922,629488
628923,628380
628924,628923
628925,629493
628926,625164
628927,624638
628928,628382
628929,630578
628930,629496
628931,628930
628932,635856
628933,632654
628934,628933
628935,628936
628936,627219
628937,628938
628938,628939
628939,631636
629488,632647
629489,630024
629490,630026
629491,627804
629492,629493
629493,630030
629494,628927
629495,628382
629496,628385
629497,630034
629498,628936
629499,633211
629500,630590
629501,634807
630024,631624
630025,630026
630026,630027
630027,631082
630028,628380
630029,630030
630030,630031
630031,627211
630032,628383
630033,630034
630034,630585
630035,631091
630036,633207
630037,630591
630573,633195
630574,631624
630575,631082
630576,628923
630577,624637
630578,631629
630579,631630
630580,630032
630581,628384
630582,629496
630583,631634
630584,630585
630585,631090
630586,630587
630587,633203
630588,627219
630589,632170
630590,632660
630591,634808
631081,632647
631082,634790
631083,627209
631084,631627
631085,628927
631086,631629
631087,631630
631088,625716
631089,631090
631090,631091
631091,633202
631092,630586
631093,632658
631094,633211
631095,634264
631096,632172
631097,633751
631098,631636
631624,635323
631625,636928
631626,631625
631627,630576
631628,632651
631629,632651
631630,635329
631631,626200
631632,629496
631633,631634
631634,633747
631635,630588
631636,633753
632158,636925
632159,641380
632160,632159
632161,637476
632162,631626
632163,630577
632164,631085
632165,630032
632166,630586
632167,632654
632168,630588
632169,632170
632170,634262
632171,634262
632172,632660
632646,639674
632647,633195
632648,632159
632649,629491
632650,631085
632651,635327
632652,632165
632653,633747
632654,635857
632655,633205
632656,633206
632657,633208
632658,632657
632659,632658
632660,634264
633195,638060
633196,634253
633197,630576
633198,631627
633199,630031
633200,636931
633201,631632
633202,632166
633203,634260
633204,634260
633205,635332
633206,633205
633207,633749
633208,633207
633209,632657
633210,632659
633211,634263
633212,633751
633213,633752
633740,638064
633741,634790
633742,633197
633743,633199
633744,634792
633745,634793
633746,633201
633747,634798
633748,633202
633749,633206
633750,633749
633751,634806
633752,633753
633753,634807
634253,634788
634254,634788
634255,633199
634256,630577
634257,631632
634258,634798
634259,634801
634260,634801
634261,634802
634262,634263
634263,636940
634264,638075
634265,633752
634787,634253
634788,635849
634789,635323
634790,638065
634791,633197
634792,635324
634793,635327
634794,634793
634795,635330
634796,632165
634797,633201
634798,636404
634799,633748
634800,633203
634801,635856
634802,635860
634803,634802
634804,636405
634805,636405
634806,632172
634807,636406
634808,636941
634809,634808
635322,636925
635323,637474
635324,637478
635325,624638
635326,638068
635327,636400
635328,635852
635329,635852
635330,635329
635331,635856
635332,635857
635333,634806
635334,634806
635335,635334
635336,636406
635849,636393
635850,629491
635851,634792
635852,636402
635853,635330
635854,636404
635855,632166
635856,640791
635857,637483
635858,633208
635859,635858
635860,635859
635861,635860
635862,635334
636392,635849
636393,638061
636394,637474
636395,638062
636396,631625
636397,633743
636398,637478
636399,636931
636400,639180
636401,636400
636402,641386
636403,636932
636404,640790
636405,637485
636406,636941
636925,638060
636926,641380
636927,638065
636928,643015
636929,631626
636930,639677
636931,638068
636932,634796
636933,634796
636934,643028
636935,633748
636936,637483
636937,637483
636938,637485
636939,636940
636940,638075
636941,640793
637473,638061
637474,638638
637475,637476
637476,638062
637477,636928
637478,641385
637479,628383
637480,624088
637481,636935
637482,636935
637483,641391
637484,635332
637485,638645
637486,645770
638060,640182
638061,638638
638062,638063
638063,638064
638064,641381
638065,644137
638066,640785
638067,633743
638068,639180
638069,638070
638070,636932
638071,636932
638072,638645
638073,638074
638074,634262
638075,638646
638076,638646
638637,643571
638638,640184
638639,638063
638640,635324
638641,640787
638642,635858
638643,635859
638644,639682
638645,639188
638646,639190
638647,636406
639173,639674
639174,645750
639175,638639
639176,639677
639177,640783
639178,640784
639179,640785
639180,643025
639181,636402
639182,638070
639183,640790
639184,639681
639185,639186
639186,638645
639187,639188
639188,639189
639189,638074
639190,641963
639191,640792
639674,640182
639675,640184
639676,642463
639677,640783
639678,637480
639679,641961
639680,639681
639681,639682
639682,639186
640182,643570
640183,643571
640184,641954
640185,641954
640186,641955
640187,640784
640188,641383
640189,645758
640190,640787
640191,640788
640192,640791
640193,633207
640194,639189
640195,640196
640196,639190
640197,640792
640198,640793
640199,640793
640200,642473
640781,638639
640782,641381
640783,642463
640784,646281
640785,641383
640786,643574
640787,641958
640788,640789
640789,639182
640790,643583
640791,641391
640792,647409
640793,642473
641380,643014
641381,644137
641382,646281
641383,644691
641384,643575
641385,643579
641386,647402
641387,637479
641388,643028
641389,641390
641390,641961
641391,641961
641392,640196
641393,641963
641953,643569
641954,645753
641955,643015
641956,643574
641957,646838
641958,642469
641959,640788
641960,644697
641961,643030
641962,641392
641963,645768
641964,644703
642460,643014
642461,645750
642462,644690
642463,646280
642464,643575
642465,641385
642466,644143
642467,641958
642468,642469
642469,643025
642470,644145
642471,639182
642472,642473
642473,644703
643014,643570
643015,647974
643016,641955
643017,643016
643018,646280
643019,646837
643020,647401
643021,645756
643022,643023
643023,642465
643024,642465
643025,643580
643026,640789
643027,637479
643028,643583
643029,641390
643030,650754
643031,643030
643032,646844
643033,640194
643568,643569
643569,651303
643570,645750
643571,645215
643572,644690
643573,650214
643574,644140
643575,645218
643576,643577
643577,643023
643578,643579
643579,644143
643580,644145
643581,641386
643582,643026
643583,645765
643584,644697
643585,648542
643586,640194
643587,645226
644137,646277
644138,646278
644139,643016
644140,644691
644141,644140
644142,643577
644143,645758
644144,644692
644145,646839
644146,645764
644147,654515
644148,652402
644149,654518
644150,645768
644151,646289
644689,645215
644690,647398
644691,647400
644692,645759
644693,644692
644694,643580
644695,646839
644696,637480
644697,646287
644698,647407
644699,641392
644700,646846
644701,646289
644702,645226
644703,645770
645213,645751
645214,645215
645215,645752
645216,645753
645217,645218
645218,647978
645219,645756
645220,649118
645221,650752
645222,640789
645223,649119
645224,646842
645225,638074
645226,649676
645750,648538
645751,647395
645752,647397
645753,646833
645754,647399
645755,646837
645756,647978
645757,646283
645758,646283
645759,646838
645760,645759
645761,649118
645762,645222
645763,645764
645764,647980
645765,646287
645766,647408
645767,646845
645768,646846
645769,645770
645770,646848
646275,646834
646276,646277
646277,646278
646278,647974
646279,647975
646280,647975
646281,646837
646282,647401
646283,648540
646284,646285
646285,643026
646286,645762
646287,648542
646288,647409
646289,651872
646833,646834
646834,647398
646835,652395
646836,650749
646837,647399
646838,651307
646839,647402
646840,650753
646841,646285
646842,647981
646843,647407
646844,647408
646845,646844
646846,649675
646847,646848
646848,650225
647394,648538
647395,649113
647396,647395
647397,646833
647398,649114
647399,647976
647400,647976
647401,647977
647402,651308
647403,645222
647404,647403
647405,647981
647406,646842
647407,647406
647408,647982
647409,650757
647971,648537
647972,645752
647973,649661
647974,652395
647975,652396
647976,649116
647977,647400
647978,653419
647979,648540
647980,645765
647981,651868
647982,647406
647983,646845
647984,650760
648536,648537
648537,650746
648538,649113
648539,645751
648540,649665
648541,650215
648542,649119
648543,650220
648544,652403
648545,650223
648546,649676
649113,651857
649114,649660
649115,650214
649116,652901
649117,649665
649118,651308
649119,652908
649120,650220
649121,647982
649122,649675
649659,649660
649660,649661
649661,650213
649662,650747
649663,649116
649664,649663
649665,650215
649666,651310
649667,647403
649668,650218
649669,650218
649670,647980
649671,649673
649672,649673
649673,651314
649674,647982
649675,650223
649676,651874
650211,647397
650212,649114
650213,650747
650214,650749
650215,651307
650216,656184
650217,650753
650218,657333
650219,656185
650220,650754
650221,654518
650222,650756
650223,651870
650224,650757
650225,650760
650226,653984
650745,650746
650746,651303
650747,651858
650748,652394
650749,655073
650750,655076
650751,651309
650752,654512
650753,650752
650754,651868
650755,650756
650756,654519
650757,653430
650758,651875
650759,650225
650760,652909
651303,654508
651304,651858
651305,653980
651306,649663
651307,651862
651308,651864
651309,651864
651310,651309
651311,658388
651312,645762
651313,649667
651314,652400
651315,654516
651316,656751
651317,652403
651857,653976
651858,652394
651859,652396
651860,647977
651861,652904
651862,652906
651863,654511
651864,657883
651865,649667
651866,651867
651867,651314
651868,654517
651869,654519
651870,653429
651871,653429
651872,653430
651873,651872
651874,651873
651875,651874
651876,654520
652392,651857
652393,650213
652394,656737
652395,653416
652396,652901
652397,651862
652398,655623
652399,652400
652400,652907
652401,652402
652402,656192
652403,657890
652404,651870
652405,651873
652406,651875
652407,652909
652899,652393
652900,655072
652901,653980
652902,652903
652903,652904
652904,653419
652905,652906
652906,654511
652907,652908
652908,653424
652909,653432
653415,653416
653416,653977
653417,653977
653418,652903
653419,656741
653420,655623
653421,658925
653422,652907
653423,653424
653424,654515
653425,655079
653426,654517
653427,656753
653428,656192
653429,658401
653430,657339
653431,653432
653432,653983
653433,653984
653974,660250
653975,660250
653976,654508
653977,655070
653978,655073
653979,655622
653980,660259
653981,654512
653982,655627
653983,656198
653984,656198
654506,658380
654507,654508
654508,657873
654509,653976
654510,655071
654511,659552
654512,656184
654513,665414
654514,651867
654515,654516
654516,655078
654517,656752
654518,656192
654519,655635
654520,656759
655070,656737
655071,655070
655072,655071
655073,655619
655074,660261
655075,655076
655076,660263
655077,655628
655078,655079
655079,656185
655080,657337
655081,656755
655082,658399
655083,655635
655084,657338
655619,655072
655620,655619
655621,655620
655622,655621
655623,657883
655624,658385
655625,658387
655626,655627
655627,655628
655628,656748
655629,654514
655630,654514
655631,656752
655632,656188
655633,655081
655634,660862
655635,657892
655636,654520
656179,657331
656180,652393
656181,655621
656182,656741
656183,656744
656184,656183
656185,656751
656186,658395
656187,657336
656188,656753
656189,656188
656190,656189
656191,657337
656192,656755
656193,655081
656194,657890
656195,657338
656196,657339
656197,653983
656198,656759
656199,657893
656735,658380
656736,657331
656737,658382
656738,655622
656739,656738
656740,663708
656741,661439
656742,657881
656743,657881
656744,651310
656745,656183
656746,658388
656747,656748
656748,657333
656749,657334
656750,657335
656751,657335
656752,657336
656753,663712
656754,657889
656755,658928
656756,657891
656757,657892
656758,658401
656759,657893
657330,657873
657331,658917
657332,662018
657333,657334
657334,658389
657335,658393
657336,657888
657337,657889
657338,658400
657339,659559
657340,661451
657873,665408
657874,658917
657875,658382
657876,655620
657877,656738
657878,657877
657879,660260
657880,665960
657881,659552
657882,658384
657883,658384
657884,656745
657885,658387
657886,658389
657887,657888
657888,660270
657889,664818
657890,657891
657891,658399
657892,658400
657893,660273
658380,659544
658381,659546
658382,659549
658383,657877
658384,660265
658385,660265
658386,656745
658387,658386
658388,658925
658389,660859
658390,660860
658391,655078
658392,658393
658393,658394
658394,658395
658395,662020
658396,663712
658397,656189
658398,658928
658399,660865
658400,661448
658401,660866
658402,661452
658915,659544
658916,660251
658917,664796
658918,660255
658919,659548
658920,659549
658921,660261
658922,658385
658923,658386
658924,658923
658925,665964
658926,664257
658927,660861
658928,663714
658929,659559
658930,660273
659543,661433
659544,660251
659545,660846
659546,660846
659547,660253
659548,660256
659549,660850
659550,660854
659551,660264
659552,660264
659553,661443
659554,660860
659555,660270
659556,660863
659557,660865
659558,661448
659559,661449
660250,662572
660251,660845
660252,660845
660253,659546
660254,660255
660255,660848
660256,660850
660257,660258
660258,660259
660259,660260
660260,663703
660261,665959
660262,660263
660263,660855
660264,660856
660265,665962
660266,656744
660267,660859
660268,665418
660269,658394
660270,663151
660271,660861
660272,660866
660273,662026
660845,664794
660846,661434
660847,673468
660848,659548
660849,660256
660850,663148
660851,660258
660852,663704
660853,665410
660854,661439
660855,660856
660856,662575
660857,658923
660858,664257
660859,660860
660860,662577
660861,664816
660862,668683
660863,660862
660864,660863
660865,661447
660866,665424
660867,661450
660868,662585
660869,662025
661432,661433
661433,664251
661434,663698
661435,661434
661436,660253
661437,660848
661438,664800
661439,665961
661440,660854
661441,660855
661442,662575
661443,662018
661444,661443
661445,660269
661446,662020
661447,664819
661448,662582
661449,665424
661450,661449
661451,661450
661452,661451
662015,662572
662016,661436
662017,664804
662018,665414
662019,662577
662020,663711
662021,661447
662022,661451
662023,662024
662024,662025
662025,662026
662026,663155
662572,663696
662573,661436
662574,663148
662575,667037
662576,667558
662577,664258
662578,660269
662579,663151
662580,663714
662581,662582
662582,666513
662583,661452
662584,662585
662585,663154
662586,662024
662587,663155
663145,663696
663146,664798
663147,663701
663148,664799
663149,663708
663150,662578
663151,664260
663152,665971
663153,663154
